player_id,team_id,player_name,team,position,attempt_at_goal_on_target,attempt_at_goal,attempt_at_goal_conversion_rate,attempt_at_goal_inside_the_penalty_area,attempt_at_goal_outside_the_penalty_area,headed_attempt_at_goal,xg,xg_goal_effiency_rate,corners,own_goals,forced_turnovers,defensive_pressures_applied,direct_defensive_pressures_applied,fouls_against,fouls_for,yellow_cards,red_cards,indirect_red_cards,offsides,passes,passing_accuracy_rate,crosses,crossing_accuracy_rate,linebreaks_attempted_defensive_line,linebreak_attempted_defensive_line_rate,attempted_switches_of_play,switches_of_play_rate,goalkeeper_saves,goalkeeper_defensive_actions_inside_penalty_area,goalkeeper_defensive_actions_outside_penalty_area,offers_to_receive_total,offers_to_receive_in_behind,offers_to_receive_in_between,offers_to_receive_in_front,offers_to_receive_inside,offers_to_receive_outside,receptions_in_behind,receptions_between_midfield_and_defensive_line,receptions_under_pressure,number_of_involvements,avg_speed,speed_runs,sprints,total_distance,attacking_rank,defensive_rank,creativity_rank,attacking_score,defensive_score,creativity_score,competition_stage,goals,total_competition_minutes_played,fdcp_top_scorer_rank,assists,is_active,global_rank_x,global_score_x,fdh_tier_x,fdh_tier_multiplier_x,final_multiplier_x,total_distance_km_x,avg_speed_kmh,minutes,goals_p90,assists_p90,xg_p90,attempt_at_goal_p90,attempt_on_target_p90,attempt_inside_box_p90,corners_p90,crosses_p90,passes_p90,linebreaks_p90,switches_p90,involvements_p90,forced_turnovers_p90,pressures_p90,direct_pressures_p90,fouls_drawn_p90,fouls_committed_p90,receptions_pressure_p90,offers_in_behind_p90,receptions_in_behind_p90,sprints_p90,speed_runs_p90,distance_p90,total_distance_km_y,global_rank_y,global_score_y,fdh_tier_y,fdh_tier_multiplier_y,final_multiplier_y,attacking_threat,chance_creation,ball_progression,defensive_actions,possession_security,physical_impact,global_rank_y,global_score_y,fdh_tier_y,fdh_tier_multiplier_y,final_multiplier_y,shoot,offense,dribble,pass,speed,defense,grade_shoot,grade_offense,grade_dribble,grade_pass,grade_speed,grade_defense,overall_score,overall_grade,ego_x,ego_y,blue_lock_rank,blue_lock_score,blue_lock_tier,blue_lock_multiplier,blue_lock_final_score
401481,285023_43995,Patrik Schick,Czechia,FW,1,2,0,2,0,2,0.27,0.0,0,0,7,74,4,1,3,0,0,0,0,28,86,0,0,3,33,0,0,,,,44,23,21,0,34,10,0,27,32,75,6.81,251,76,22836.75,,,,,,,Round of 16,0.0,199.0,981.0,0.0,False,,,None,1.0,1.0,22.83675,6.81,199.0,0.02342841202993567,0.01789930679087085,0.07402722205922833,0.6031306266710951,0.2676878295402606,0.5215060391587992,0.07778232793938643,0.28920031809752594,13.135789993806487,0.9071793516818156,0.08368628777093022,31.832776944845026,2.080265973589617,18.87438688692921,1.5200145472470885,0.38923443115156675,0.769795143538273,9.336430446480744,6.111931241976635,0.16999655768921323,22.434557966370665,70.46456236179792,6.341455549979438,22.83675,,,None,1.0,1.0,60.870619709088366,49.73407634860333,54.38394193025934,62.37103885307761,55.489057598784385,56.743312199167704,,,None,1.0,1.0,33.202687569988804,29.98917358354384,47.16468590831918,19.8762108654641,62.089901612962215,65.55298019484803,D,D,C,F,B,B,30.06669250012328,D,46.398184912081675,41.9701538699451,,,None,1.0,33.835936795752325
486082,285023_43995,Pavel Sulc,Czechia,FW,0,2,0,0,2,0,0.03,0.0,0,0,6,104,12,2,1,0,0,0,1,51,76,1,100,3,0,0,0,,,,100,39,59,2,55,45,4,36,47,129,6.65,338,102,22856.82,,,,,,,Round of 16,0.0,209.0,1003.0,0.0,False,,,None,1.0,1.0,22.85682,6.65,209.0,0.02320684558546887,0.01773003002729822,0.026621346132610857,0.5974267185987171,0.07054881057982537,0.12735916857305318,0.07704672734375666,0.4810727519099729,17.48753396216046,0.8986000035301352,0.08289485243129481,42.04053130389043,1.8659850973756007,24.534112126500197,3.0624991133015946,0.5801608254831283,0.37330016101105556,12.167245998925393,9.167848877309087,0.9468186715799429,27.282184267502675,86.72901525985083,6.285389106689431,22.85682,,,None,1.0,1.0,50.81190164634888,59.84793976451452,56.611661063421536,68.5677445501858,56.39250455787062,67.792047802801,,,None,1.0,1.0,8.585293019783501,14.98414024957739,75.08610235265584,34.915318905398806,76.29933067554222,72.37454538602145,F,F,A,D,A,B,18.209230163456347,F,58.47923322683706,52.74822044470536,,,None,1.0,20.87857116492169
483961,285023_43995,Tomas Chory,Czechia,FW,0,0,0,0,0,0,0.0,0.0,0,0,0,14,1,2,1,0,0,0,0,8,88,0,0,1,0,0,0,,,,13,7,6,0,8,5,0,6,4,18,4.49,55,28,4558.03,,,,,,,Round of 16,0.0,43.0,655.0,0.0,False,,,None,1.0,1.0,4.55803,4.49,43.0,0.023664467949630067,0.01807965351351737,0.0211929509169707,0.21231760644408096,0.07193998256687541,0.12987060010756982,0.07856603359277183,0.2921141923702335,9.299241913193185,0.5194298127237245,0.08452947951607859,20.842148844085386,0.712111169540268,7.157859984743127,0.9399947371245498,0.5916011811994407,0.3806613726670938,3.8740416840154173,2.998393264631239,0.17170937944251574,13.135241650286908,32.27932293217864,2.77802965294562,4.55803,,,None,1.0,1.0,34.22933692724822,36.18691603065046,33.53651974909677,24.492408465285052,46.722919737831745,24.001473529553504,,,None,1.0,1.0,49.085479656588284,52.55370472373644,28.590831918505938,63.81711427178498,34.3782231813028,34.13552678689204,B,B,D,A,D,D,44.32455795435362,B,35.548885077186966,49.79792655069408,,,None,1.0,49.41636796729946
484012,285023_43995,Matej Kovar,Czechia,GK,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,97,64,0,0,3,33,0,0,11.0,60.0,52.0,13,0,0,13,7,6,0,0,10,181,2.86,19,2,14358.61,,,,,,,Round of 16,0.0,301.0,1121.0,0.0,False,,,None,1.0,1.0,14.35861,2.86,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523097,285023_43995,Alexandr Sojka,Czechia,MF,0,0,0,0,0,0,0.0,0.0,1,0,18,84,9,0,2,0,0,0,0,65,80,5,40,1,0,3,33,,,,66,10,36,20,26,40,0,24,44,155,8.04,321,108,19628.07,,,,,,,Round of 16,0.0,155.0,199.0,1.0,False,,,None,1.0,1.0,19.62807,8.04,155.0,0.024390119184042946,0.2231641705075076,0.021842815136461493,0.21882814931923328,0.07414596231949055,0.13385297408202768,0.2855053151419214,1.32372222846232,21.242612243527596,0.5353576960632572,0.7007118640780976,49.50188237445038,4.415489616602398,21.694458171504696,2.6050598498092588,0.20068190064630528,0.5968641566189282,12.174040729311312,3.703926859500645,0.17697470479941557,29.900432470578668,87.67415330595288,5.945492703855929,19.62807,,,None,1.0,1.0,52.14594453904632,71.65345193514578,59.2285985252516,84.55631364625886,56.97524075002845,68.91316001254935,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
486081,285023_43995,Lukas Cerv,Czechia,MF,2,3,0,1,2,0,0.06,0.0,0,0,6,27,11,3,3,0,0,0,0,42,86,1,0,2,0,1,100,,,,67,2,28,37,54,13,0,4,18,97,4.24,204,53,18226.25,,,,,,,Round of 16,0.0,172.0,938.0,0.0,False,,,None,1.0,1.0,18.22625,4.24,172.0,0.024025757536647322,0.018355678757998553,0.03360498723822551,0.819983087554082,0.475987630201596,0.33332802100621456,0.0797655150216691,0.4980486146774685,16.291353636106432,0.7288347025172723,0.28729466956599825,37.07684801775904,1.9318310776633556,9.886310917239932,2.969092438264415,0.8021079239468163,0.7894223239674666,6.753832649611855,2.036796942812353,0.17433089668591295,18.372646281876655,62.79186190586527,5.574242346529953,18.22625,,,None,1.0,1.0,56.55281725698139,49.00781747678541,51.73991122867023,57.26861643591986,57.310845488007324,47.01779279648205,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
484011,285023_43995,Lukas Provod,Czechia,MF,0,1,0,0,1,0,0.05,0.0,0,0,9,49,5,2,1,0,0,0,1,48,77,2,50,3,100,0,0,,,,50,31,15,4,24,26,2,24,20,109,6.94,228,88,16011.22,,,,,,,Round of 16,0.0,137.0,879.0,0.0,False,,,None,1.0,1.0,16.011219999999998,6.94,137.0,0.024748483052500478,0.018907841052110366,0.03254051544326574,0.4295786691624027,0.07523538847960147,0.13581967499212264,0.0821649637343016,0.7205658332308029,18.026630065554333,0.9582942617702218,0.08840158146353172,40.68259037832559,2.612548864954161,14.749479937045425,1.813194861009997,0.6187010769867108,0.3980985987196222,7.372067132353043,8.116589497178664,0.5946455514596805,26.18905375334623,69.6615681244947,5.2822258162971245,16.011219999999998,,,None,1.0,1.0,55.55996346777597,69.433367403858,55.1076771931711,62.28022506268896,52.09067990174356,55.277600983928075,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
433668,285023_43995,Michal Sadilek,Czechia,MF,3,7,14,5,2,1,0.7,1.42,5,0,10,75,4,0,3,0,0,0,0,84,82,11,18,4,50,2,100,,,,67,15,26,26,35,32,2,16,36,201,7.16,385,125,24212.55,,,,,,,Round of 16,1.0,204.0,112.0,0.0,False,,,None,1.0,1.0,24.21255,7.16,204.0,0.21885283587889187,0.01781456695121769,0.1577569546348318,1.5779519532828734,0.6574912074770537,1.1056431174470696,1.055090786098588,2.438719909304508,24.023580878607977,1.0984198753499208,0.4743607754846348,56.319525361484885,2.657023488610733,18.980566111668768,1.512818414429817,0.19185635716573185,0.7661507388810778,10.074370785873697,4.51871309666812,0.5602624307834384,31.909578755666157,96.33270086696938,6.580451018167701,24.21255,,,None,1.0,1.0,89.94536969442628,68.42119510352153,69.01457122026599,69.2204038016111,61.26072401941918,77.61512621202465,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
404885,285023_43995,Tomas Soucek,Czechia,MF,0,1,0,1,0,0,0.12,0.0,0,0,4,42,5,3,1,0,0,0,2,44,80,0,0,2,50,0,0,,,,27,3,16,8,20,7,0,5,17,99,7.02,264,57,17938.82,,,,,,,Round of 16,0.0,152.0,903.0,0.0,False,,,None,1.0,1.0,17.93882,7.02,152.0,0.024452349005778903,0.018681594640415085,0.046504781464470624,0.4244384401869756,0.07433514097756788,0.3392464562508419,0.08118179869918597,0.30183979612733475,16.990720140520807,0.7417755917286396,0.08734379064864226,38.145273211431004,1.556027945910408,13.13762766129686,1.791498632980724,0.8163498223409307,0.39333505225162485,6.668698959409369,2.2780134365103706,0.17742624438593171,19.519071292297006,76.20988627427494,5.614278214700155,17.93882,,,None,1.0,1.0,56.128871995627605,46.94313588018333,47.6864127855596,48.2858231435519,49.06401391799284,49.63964271585984,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
358003,285023_43995,Vladimir Darida,Czechia,MF,0,1,0,1,0,0,0.01,0.0,0,0,10,34,1,0,1,0,0,0,0,18,78,0,0,1,0,0,0,,,,26,9,13,4,16,10,0,5,17,42,2.57,135,49,7507.52,,,,,,,Round of 16,0.0,58.0,701.0,0.0,False,,,None,1.0,1.0,7.50752,2.57,58.0,0.02469826460860442,0.018869474160973777,0.024189919437926873,0.4287069885729091,0.07508272441015745,0.3426582346765313,0.08199823850056669,0.30487537832861294,11.776626530674758,0.5421214196556207,0.08822220118193498,26.723390582432067,2.814361763647227,11.612838616796987,0.9810589782797383,0.20321732119959712,0.3972907959907644,6.735765609091061,3.543608212984128,0.17921060800003366,18.058459990272656,50.25859744510756,3.510270705405567,7.50752,,,None,1.0,1.0,49.843731889158036,45.42040837620769,37.47393343634231,53.78646466751482,36.87057300309448,34.520334683263734,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
486260,285023_43854,Christopher Operi,Côte d'Ivoire,DF,0,0,0,0,0,0,0.0,0.0,0,0,4,20,3,2,0,0,0,0,0,78,90,1,0,3,33,0,0,,,,15,10,2,3,10,5,0,10,29,157,1.6,142,55,10698.42,,,,,,,Round of 16,0.0,100.0,807.0,0.0,False,,,None,1.0,1.0,10.69842,1.6,100.0,0.02526158271000231,0.019299849190441764,0.022623263011769666,0.22664692007414075,0.07679521143840704,0.1386355659124927,0.08386845459720768,0.5236669958933012,24.755509003045262,0.9781621646415694,0.09023437344012825,51.69426993970014,1.6075236225935203,8.911972013726201,1.4271110125637305,0.6315283403799644,0.19451418686701777,9.431451200574688,3.836268859821324,0.18329804414377676,19.74136551936214,52.887761835361765,4.266286905913043,10.69842,,,None,1.0,1.0,54.03064072634592,64.12597782124814,67.13207099440298,46.9683155815338,69.76792312364341,46.03536059938676,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
486268,285023_43854,Emmanuel Agbadou,Côte d'Ivoire,DF,1,3,0,1,2,1,0.05,0.0,0,0,4,28,8,0,0,0,0,0,0,154,92,0,0,1,0,0,0,,,,31,0,6,25,17,14,0,5,31,323,4.16,250,72,28516.79,246.0,86.0,324.0,4.612823009490967,6.07985258102417,5.030639171600342,Round of 16,0.0,308.0,1147.0,0.0,True,241.5,4.937331485748291,C,1.0,1.0,28.51679,4.16,308.0,0.0211644235393929,0.01616961958409617,0.027828018774744587,0.7223276657837866,0.24182000015587227,0.293630508980306,0.07026588615078443,0.26125364417026586,34.228921185125344,0.4645543934844431,0.07559932088271143,72.77171627220669,1.3468004435318826,8.886386465973821,2.0830495967993583,0.17414087688212473,0.16296606125332533,8.256730756061192,1.4392654583728746,0.15356905720183486,19.556689269646455,63.477787666558314,6.736747718322137,28.51679,241.5,4.937331485748291,C,1.0,1.0,41.23103858029387,35.224575643820316,67.50314000614274,40.54169476280134,56.65390060275545,51.61010991704422,241.5,4.937331485748291,C,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
407343,285023_43854,Ghislain Konan,Côte d'Ivoire,DF,0,4,0,3,1,0,0.28,0.0,0,0,14,67,12,0,1,0,0,0,0,149,83,9,22,9,44,2,100,,,,62,19,25,18,14,48,5,13,60,313,4.39,323,120,29623.54,170.0,181.0,81.0,4.817397594451904,5.489213466644287,6.1847662925720215,Round of 16,0.0,303.0,1126.0,0.0,True,149.4,5.260012149810791,B,1.1,1.1,29.623540000000002,4.39,303.0,0.02125900439343042,0.016241879356580842,0.06895523422821107,0.9038289338982937,0.0646273733560285,0.6514892759714731,0.070579894586189,1.8668807298134857,33.49051902210977,1.8928167151734712,0.4324837369335514,71.31419004638448,3.135551972888634,15.878756664648257,2.8054516011138433,0.1749190881491455,0.3419676204495233,13.463554245073015,4.832889780552914,1.0456217689792762,28.201203141453107,76.77541096078963,6.964157263326413,29.623540000000002,149.4,5.260012149810791,B,1.1,1.1,64.19129122742603,72.08740811979263,83.6096583770107,79.0207451045951,67.13579763066691,77.45709398495508,149.4,5.260012149810791,B,1.1,1.1,,,,,,,,,,,,,,,,,,,,,
486317,285023_43854,Guela Doue,Côte d'Ivoire,DF,0,1,0,1,0,0,0.01,0.0,0,0,12,78,19,6,5,1,0,0,0,163,88,11,45,9,56,2,100,,,,85,29,38,18,26,59,3,28,73,343,6.19,353,132,31331.08,252.0,66.0,170.0,4.600255489349365,6.257724285125732,5.754080772399902,Round of 16,0.0,311.0,1158.0,0.0,True,203.6,5.137332129478454,C,1.0,1.0,31.33108,6.19,311.0,0.02110814066703549,0.016126619469615112,0.020673688225128637,0.36639041500047603,0.06416874762778789,0.2928496529165243,0.07007902701455783,2.207648834688056,35.73096928855173,1.8793844124301715,0.4294146323343179,76.1183568826681,2.759284292182435,17.713163610524614,4.024600057723062,1.2357268430233694,1.0475735678153413,15.66911693809986,6.568675129060256,0.6841851994875103,30.12517248555482,81.54082244792491,7.21698492525877,31.33108,203.6,5.137332129478454,C,1.0,1.0,53.32949771320672,67.22598421183747,85.01794415372841,80.01028213915623,85.18944627944637,76.38190278130145,203.6,5.137332129478454,C,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
477825,285023_43854,Odilon Kossounou,Côte d'Ivoire,DF,0,0,0,0,0,0,0.0,0.0,0,0,2,15,6,0,1,0,0,0,0,149,95,0,0,1,100,0,0,,,,8,1,0,7,3,5,0,0,22,323,5.86,287,79,29901.79,351.0,99.0,317.0,4.178211688995361,6.013503074645996,5.04713773727417,Round of 16,0.0,316.0,1176.0,0.0,True,304.70000000000005,4.670736908912659,D,0.9,0.9,29.901790000000002,5.86,316.0,0.021015109900967353,0.016055543964339055,0.01882029182291032,0.18854756603147907,0.06388593409894076,0.11533092313650883,0.06977016487121163,0.259410516617541,33.106298153246016,0.46127699230181096,0.07506597256625538,72.25831652329076,0.9848427703500892,6.532729043668177,1.7158977334872516,0.17291232426515937,0.33804438784253843,6.612427680461491,1.6053395753104736,0.1524856374414191,20.652314383685898,69.55039352189172,6.933296236757614,29.901790000000002,304.70000000000005,4.670736908912659,D,0.9,0.9,26.994744306794068,27.87507516341342,60.1634505051063,30.428991245207182,50.362539625561475,51.59550046063476,304.70000000000005,4.670736908912659,D,0.9,0.9,,,,,,,,,,,,,,,,,,,,,
477802,285023_43854,Ousmane Diomande,Côte d'Ivoire,DF,0,0,0,0,0,0,0.0,0.0,0,0,1,3,1,0,0,0,0,0,0,74,97,0,0,0,0,0,0,,,,9,0,0,9,2,7,0,0,1,148,1.35,75,24,8979.4,,,,,,,Round of 16,0.0,100.0,807.0,0.0,False,,,None,1.0,1.0,8.9794,1.35,100.0,0.02526158271000231,0.019299849190441764,0.022623263011769666,0.22664692007414075,0.07679521143840704,0.1386355659124927,0.08386845459720768,0.31182897697226847,23.908156927361134,0.3426481078784713,0.09023437344012825,49.78772776941085,0.9720095658304224,5.310725692068646,1.003434974721665,0.207852302537899,0.19451418686701777,3.499986670785774,1.7178886706109973,0.18329804414377676,13.174386932810126,38.69461456765258,3.9021331146274094,8.9794,,,None,1.0,1.0,52.943798881655916,48.81375417250936,57.904474775672,31.59291763683981,51.83978875804512,33.22763235176641,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
430854,285023_43854,Wilfried Singo,Côte d'Ivoire,DF,0,2,0,2,0,0,0.14,0.0,0,0,13,24,12,3,1,0,0,0,0,92,86,1,0,0,0,0,0,,,,29,4,7,18,6,23,1,5,43,203,2.88,173,65,18230.23,,,,,,,Round of 16,0.0,190.0,203.0,1.0,False,,,None,1.0,1.0,18.23023,2.88,190.0,0.02362832451772498,0.21619391859840187,0.048900445318454173,0.6082770849067485,0.07183010653388394,0.5259560022869947,0.07844603739884694,0.4898099165136571,25.92895671788926,0.3204945937584216,0.08440037517731364,57.466563575812124,3.2868679640565595,9.128346363149037,3.1181197210897493,0.7888394901324209,0.3800799774533423,11.595658015200133,2.3993880951708095,0.36958900136747236,20.446429323392497,55.61076346375731,5.482822080764275,18.23023,,,None,1.0,1.0,55.81740172372089,55.289913827302364,57.10631768020307,64.74822336619239,69.40243247934248,50.35225549006659,,,None,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
430822,285023_43854,Amad Diallo,Côte d'Ivoire,FW,4,8,25,6,2,0,1.44,1.39,4,0,8,54,12,0,2,0,0,0,1,73,95,7,29,4,100,1,100,,,,95,34,40,21,31,64,3,48,62,193,6.15,270,104,21888.37,10.0,281.0,36.0,6.683857440948486,5.075383186340332,6.664727687835693,Round of 16,2.0,211.0,39.0,0.0,True,57.15,6.437803864479065,B,1.1,1.1,21.88837,6.15,211.0,0.4116369326966316,0.017696290884447304,0.3004450324154931,1.7617125976418566,0.8473630571731393,1.2925395568863673,0.8538486088061827,1.645580045304771,21.72747300543991,1.0911271478379605,0.2769742328365647,54.39170673662993,2.2509084922485676,14.775569031874966,3.056671368232613,0.1905825672738644,0.5668269182016015,15.057649349806749,8.179217411170423,0.7507798104727993,27.61874221836861,73.35585090365242,6.085319459816761,21.88837,57.15,6.437803864479065,B,1.1,1.1,105.09674065573898,79.60903230360874,88.13562140722138,77.44347849530503,85.0768231331357,75.96117345637107,57.15,6.437803864479065,B,1.1,1.1,102.08566629339306,86.18188379646337,76.65583313121515,61.431841787311626,77.10983504626753,71.61079390204836,S,A,B,B,B,B,81.5384763299839,S,57.17966736940736,33.072281422518934,44.9,6.517271089553833,BL-A,1.2,108.09871845509629
464103,285023_43854,Ange Yoan Bonny,Côte d'Ivoire,FW,1,1,0,0,1,0,0.05,0.0,0,0,7,123,7,1,3,0,0,0,1,30,87,3,33,0,0,0,0,,,,71,51,20,0,63,8,7,36,49,92,6.23,314,113,26951.82,,,,,,,Round of 16,0.0,258.0,1054.0,0.0,False,,,None,1.0,1.0,26.95182,6.23,258.0,0.022153623307380278,0.01692536820683853,0.02912866699057194,0.3845376703421052,0.2531223768827254,0.12157908471090297,0.07355002938050252,0.8307904121911703,12.792595009764534,0.30049174654130606,0.07913274245396235,33.25887036734228,1.9670743667637132,26.950384902223075,1.9946334741580938,0.3680553746014143,0.7279089855516963,11.986596963568024,10.981078462837846,1.461174224916377,28.08753530961831,78.33428648574515,6.760882357151086,26.95182,,,None,1.0,1.0,51.64720148062785,51.25600431196725,52.48786240060852,68.69595225426389,61.75784857405303,69.15873697277995,,,None,1.0,1.0,15.6494960806271,11.641246747326631,60.933786078098464,36.64285562880216,74.96433927069238,74.61699361184917,E,F,B,D,A,A,19.539201058851077,E,49.16760545750407,32.78701380175658,,,None,1.0,22.33191073123878
506202,285023_43854,Bazoumana Toure,Côte d'Ivoire,FW,0,0,0,0,0,0,0.0,0.0,1,0,2,38,2,0,1,0,0,0,0,23,70,4,0,1,0,1,100,,,,32,16,16,0,8,24,3,13,22,69,4.99,131,53,10594.52,,,,,,,Round of 16,0.0,94.0,784.0,0.0,False,,,None,1.0,1.0,10.594520000000001,4.99,94.0,0.025290665736140885,0.019322068622411637,0.022649308606658328,0.22690785298465602,0.0768836238378683,0.13879517355994117,0.29604691295932384,1.1605155887082674,13.119504749883376,0.555124492760351,0.3024201607248313,33.09057681626792,1.1852105187626236,12.739706392301837,1.2166721069383828,0.20809159767696717,0.4068200288836209,7.957736074616436,5.113176876165903,0.8197547787274464,19.33992945256929,50.61574925827469,4.249163265257009,10.594520000000001,,,None,1.0,1.0,59.473331587362686,67.70759856898978,41.1194942723687,40.77634453897354,39.14678782069343,38.873782874020385,,,None,1.0,1.0,26.72639044419559,29.45734961727668,41.89182634004366,53.049155308730946,41.16894041915073,35.34588350575687,D,D,C,B,C,D,27.82161590246427,D,40.534979423868315,45.54084436672496,,,None,1.0,31.382605929574247
464133,285023_43854,Elye Wahi,Côte d'Ivoire,FW,2,3,0,3,0,0,0.48,0.0,0,0,5,60,3,0,0,0,0,0,0,21,71,1,0,3,33,0,0,,,,56,37,19,0,49,7,3,24,22,55,4.51,154,63,13009.5,,,,,,,Round of 16,0.0,127.0,867.0,0.0,False,,,None,1.0,1.0,13.0095,4.51,127.0,0.024926212001024982,0.019043625968783087,0.12265524226717699,0.8507149981203154,0.4938270338478621,0.7638720755087444,0.08275502384340294,0.5167148356230254,12.512393430375852,0.9651761636290221,0.08903642926766125,29.687362216182546,1.7952079449467093,17.154684388396078,1.408164803311238,0.20509287234443357,0.19193183240789236,7.8430603019136225,9.429032084165506,0.8079416183265565,21.151486160437763,54.693936324698825,4.692723085617193,13.0095,,,None,1.0,1.0,80.45390494361658,63.166253779076875,47.440958927978826,50.74448505170033,43.189026156133394,45.14258644891589,,,None,1.0,1.0,53.135498320268745,49.09684894299987,47.16468590831919,35.540623608961994,47.40499615961376,51.47643544952607,B,B,C,D,C,C,44.617834039711276,B,60.09002250562641,56.43153526970954,,,None,1.0,49.736848468174145
485675,285023_43854,Evann Guessand,Côte d'Ivoire,FW,0,1,0,1,0,1,0.14,0.0,0,0,2,9,2,1,0,0,0,0,0,5,80,0,0,0,0,0,0,,,,3,2,1,0,3,0,0,8,7,14,2.82,32,14,2736.85,,,,,,,Round of 16,0.0,27.0,605.0,0.0,False,,,None,1.0,1.0,2.73685,2.82,27.0,0.021316219229056983,0.01628559149099953,0.04411538414519142,0.3700021964403647,0.06480130645633324,0.2957364886463301,0.07076984784046918,0.26312741016347935,7.840209645074499,0.2891331976229289,0.07614153508619152,18.058949348853666,0.9989538240753137,5.553813022815421,1.0254712007962603,0.3541429293339462,0.16413488806373874,4.025875902351831,1.8070943274873217,0.15467048672603745,9.329275455539504,24.964892789806633,2.176821474308739,2.73685,,,None,1.0,1.0,37.54440868841664,17.521852896021553,19.57433418234277,18.348401688524287,26.382088210885158,15.833984441352204,,,None,1.0,1.0,47.03247480403135,50.99622025109688,20.075187969924812,45.54549886597282,22.775851119364525,26.097060833902937,B,B,E,C,E,E,40.60761146549628,C,39.11520737327189,40.4055944055944,,,None,1.0,45.35463592726375
402261,285023_43854,Nicolas Pepe,Côte d'Ivoire,FW,3,6,33,5,1,0,1.42,1.41,6,0,19,97,15,1,1,1,0,0,1,109,85,10,30,10,60,0,0,,,,136,51,64,21,88,48,8,59,57,267,6.05,289,154,25237.91,22.0,222.0,16.0,6.339755058288574,5.345263957977295,6.988800525665283,Round of 16,2.0,255.0,26.0,1.0,True,50.5,6.35284276008606,B,1.1,1.1,25.23791,6.05,255.0,0.3948122293236965,0.20327112902233133,0.28443907700441257,1.3171104219135323,0.6264309277550293,1.0534118722074357,1.1915457962868268,2.137215182464648,27.54614580530226,2.164318657918395,0.07935542157441478,65.95463391411184,4.2081872986927955,22.18247168750191,3.490631425596187,0.36909108048689787,0.3573610517659318,13.51071224763501,11.011979159792036,1.6515840944074103,35.80479693569399,73.89726543234596,6.460609211502396,25.23791,50.5,6.35284276008606,B,1.1,1.1,106.0201196502482,105.5641670400246,91.72346078689044,93.6840730091829,83.56381644621617,84.45699019098,50.5,6.35284276008606,B,1.1,1.1,98.5237028742068,99.51167163668828,87.1729323308271,101.19804141848783,90.99008814600784,93.72811728569545,S,S,A,S,A,S,88.8487913348337,S,50.8989460632362,48.09752493535279,40.2,6.435019588470459,BL-A,1.2,117.68482600879861
477777,285023_43854,Oumar Diakite,Côte d'Ivoire,FW,0,0,0,0,0,0,0.0,0.0,0,0,3,11,1,0,0,0,0,0,0,19,89,1,0,3,33,0,0,,,,9,3,5,1,5,4,2,12,14,46,3.24,46,22,4173.12,,,,,,,Round of 16,0.0,40.0,645.0,0.0,False,,,None,1.0,1.0,4.17312,3.24,40.0,0.023350748224959784,0.017839971643869273,0.020911996080344976,0.20950291307433913,0.07098627460387774,0.1281489062585793,0.07752448410686648,0.48405582164825517,11.329917954184674,0.9041721056014094,0.08340887265955634,26.048641784320022,1.2901132722635447,6.475525716642624,0.9275332319366912,0.19212995639496905,0.17980076133219033,5.780825389784588,2.17538683896822,0.5610614002390114,11.786222708831355,30.089068451181266,2.665830490574427,4.17312,,,None,1.0,1.0,36.767268052227365,51.34314735594271,44.10562182259372,29.186180696777576,43.562333936154985,26.19688621803371,,,None,1.0,1.0,46.649869354236664,50.08452202321032,34.67863206403104,67.11321194649933,33.25125269741414,35.89509488005728,B,B,D,A,D,D,43.05762652116329,B,33.51439839273756,37.35887786520697,,,None,1.0,48.0319154307499
